jam_penggunaan_media_sosial,jam_bermain_game,jam_streaming,jam_pemakaian_aplikasi_pesan,level_stress,kategori
2.01,1.87,3.53,0.92,90.2,stress
3.15,1.63,4.29,1.27,42.33,tidak stress
2.82,1.59,4.12,1.31,27.09,tidak stress
3.85,0.12,2.24,1.04,98.79,stress
2.56,2.27,3.32,1.17,84.22,stress
1.83,1.17,1.51,1.38,15.8,tidak stress
1.55,2.36,2.78,1.11,69.12,stress
0.7,2.75,2.02,1.21,11.31,tidak stress
1.28,1.36,1.67,1.51,99.73,stress
2.02,0.0,2.4,1.0,50.11,stress
2.9,2.94,1.95,1.6,84.52,stress
2.11,0.49,1.19,0.73,22.11,tidak stress
2.18,1.25,1.31,1.62,19.18,tidak stress
0.28,0.09,1.22,0.98,39.29,tidak stress
0.66,0.71,1.33,1.75,63.37,stress
2.28,2.11,2.89,1.71,27.47,tidak stress
2.4,0.5,2.49,1.79,37.77,tidak stress
2.39,1.32,0.0,0.68,1.54,tidak stress
3.09,3.05,1.5,2.0,36.29,tidak stress
1.99,1.88,0.41,1.98,31.39,tidak stress
0.76,3.15,1.46,1.51,85.09,stress
1.17,2.02,1.54,1.7,17.81,tidak stress
2.71,0.39,0.0,0.64,76.59,stress
2.02,1.27,2.72,1.16,42.2,tidak stress
2.57,0.2,2.14,1.84,42.26,tidak stress
3.86,2.55,1.97,0.51,48.09,tidak stress
1.93,2.34,0.99,1.64,61.24,stress
1.71,2.0,2.78,1.17,95.89,stress
0.86,0.96,3.53,1.54,77.23,stress
1.59,1.18,1.87,1.82,54.77,stress
1.67,1.69,1.39,0.42,52.11,stress
2.9,1.87,0.42,1.38,96.06,stress
3.13,3.65,0.0,0.65,15.87,tidak stress
2.05,2.04,2.34,1.98,33.96,tidak stress
1.46,2.91,1.17,2.05,28.87,tidak stress
1.15,2.99,1.54,1.72,4.98,tidak stress
2.58,2.71,1.86,2.19,54.81,stress
1.56,1.77,1.52,2.05,18.07,tidak stress
1.75,2.02,2.1,1.29,4.53,tidak stress
0.5,2.09,2.6,1.92,48.92,tidak stress
4.15,1.43,1.81,1.08,94.53,stress
3.53,1.79,1.4,0.83,41.11,tidak stress
2.57,1.7,1.22,0.63,50.94,stress
1.57,1.1,0.08,1.86,66.13,stress
2.61,0.74,1.21,1.43,18.28,tidak stress
2.37,1.97,2.48,1.15,64.57,stress
0.75,2.49,0.91,1.59,30.19,tidak stress
0.77,1.0,2.88,1.23,33.87,tidak stress
2.05,1.66,3.07,1.31,40.08,tidak stress
1.76,1.32,0.44,1.64,26.28,tidak stress
1.14,1.72,1.87,0.74,35.74,tidak stress
0.8,1.58,3.04,1.34,91.36,stress
3.55,1.12,2.4,1.11,13.12,tidak stress
1.08,0.28,1.18,1.22,8.23,tidak stress
0.75,1.03,2.41,1.87,38.0,tidak stress
1.29,0.37,3.21,1.64,48.37,tidak stress
0.58,1.19,0.25,1.53,92.19,stress
2.61,0.36,1.85,0.95,67.35,stress
2.21,0.0,0.21,1.56,38.06,tidak stress
1.74,1.46,1.81,1.22,3.05,tidak stress
2.0,1.72,2.71,0.77,1.94,tidak stress
2.71,0.48,1.25,2.03,30.19,tidak stress
1.49,0.67,0.49,1.38,0.29,tidak stress
3.08,0.06,1.32,1.8,78.21,stress
1.76,0.95,3.42,1.89,72.04,stress
1.49,1.7,3.12,0.93,11.02,tidak stress
0.64,1.71,1.8,1.26,45.97,tidak stress
1.62,2.31,0.35,1.47,39.89,tidak stress
4.38,2.46,2.93,2.14,90.82,stress
1.44,1.96,0.79,2.14,54.34,stress
1.51,2.72,0.69,1.61,87.06,stress
2.48,3.2,2.75,1.79,33.98,tidak stress
1.59,2.14,0.26,1.54,29.35,tidak stress
1.96,1.11,2.38,1.74,19.81,tidak stress
2.89,2.22,1.09,1.69,38.82,tidak stress
2.21,2.68,2.73,1.82,73.18,stress
2.16,1.84,1.89,1.01,75.03,stress
0.18,1.54,2.81,1.3,88.72,stress
3.22,0.44,2.36,1.1,33.72,tidak stress
3.25,0.61,0.43,0.9,70.66,stress
0.48,0.09,0.26,1.63,34.62,tidak stress
1.76,2.81,0.0,2.24,99.16,stress
1.47,0.84,2.07,1.89,57.47,stress
1.55,2.45,2.67,0.93,75.24,stress
3.63,0.79,1.22,1.31,98.89,stress
1.56,0.98,2.31,1.95,26.2,tidak stress
0.98,0.98,1.9,1.69,34.2,tidak stress
1.32,1.35,2.46,0.97,35.87,tidak stress
2.95,1.33,3.24,1.55,88.03,stress
2.36,1.93,2.93,1.36,11.14,tidak stress
3.27,1.63,1.38,1.54,93.74,stress
3.15,1.7,1.45,1.58,78.86,stress
0.82,1.42,1.52,1.3,51.52,stress
1.99,1.94,1.58,2.19,79.56,stress
2.1,0.0,0.68,1.52,8.71,tidak stress
2.05,2.01,3.76,1.48,48.37,tidak stress
1.7,1.61,0.76,1.83,14.98,tidak stress
1.59,2.19,1.51,1.07,24.88,tidak stress
3.84,1.84,3.23,0.76,36.99,tidak stress
2.28,1.54,0.69,1.07,95.07,stress
2.04,1.73,3.02,1.87,96.64,stress
4.26,1.84,2.28,0.97,56.21,stress
1.28,0.8,0.7,1.86,75.09,stress
2.14,1.92,0.77,2.02,67.45,stress
1.82,1.31,0.7,1.45,28.37,tidak stress
3.53,1.55,2.03,1.34,24.74,tidak stress
2.06,2.49,2.49,1.34,91.95,stress
0.15,1.25,3.17,2.65,9.15,tidak stress
1.74,1.03,3.05,1.4,99.38,stress
2.63,2.35,0.99,1.68,21.05,tidak stress
2.79,3.22,2.05,2.45,95.57,stress
2.34,0.9,1.7,1.61,29.5,tidak stress
2.56,0.51,1.0,1.43,61.79,stress
1.37,0.91,2.98,1.72,59.2,stress
1.75,0.68,0.78,1.75,22.13,tidak stress
1.93,2.05,3.18,1.3,92.32,stress
2.13,2.45,1.58,1.79,10.57,tidak stress
1.21,0.4,2.4,1.04,90.8,stress
1.92,0.38,4.25,1.78,52.93,stress
1.32,2.54,2.94,1.88,71.25,stress
0.94,2.49,1.03,1.63,23.44,tidak stress
3.14,0.17,2.75,2.42,24.14,tidak stress
0.13,1.28,2.47,1.2,2.99,tidak stress
1.0,0.77,2.65,1.42,5.42,tidak stress
0.01,0.97,2.58,1.86,67.26,stress
4.41,1.34,2.97,2.2,3.18,tidak stress
1.7,1.21,1.2,1.97,98.45,stress
0.56,0.0,2.17,1.01,40.59,tidak stress
2.62,4.54,0.77,2.56,83.43,stress
1.17,1.11,1.75,0.41,55.73,stress
1.72,2.0,2.04,0.96,71.87,stress
3.21,2.9,2.34,1.09,76.1,stress
2.3,3.79,2.57,2.04,61.74,stress
3.08,0.0,1.58,1.61,45.54,tidak stress
3.32,1.62,1.42,1.06,4.8,tidak stress
1.56,2.38,2.79,1.4,19.47,tidak stress
2.06,2.07,1.61,1.6,18.65,tidak stress
0.26,1.58,0.44,2.12,58.75,stress
2.76,2.73,1.53,1.78,25.9,tidak stress
2.97,1.04,2.61,1.43,1.92,tidak stress
2.14,2.85,2.98,2.01,2.99,tidak stress
0.86,2.19,1.25,0.4,62.69,stress
1.94,0.85,0.15,1.07,84.05,stress
1.79,1.29,3.35,1.65,29.25,tidak stress
2.41,2.75,1.2,2.32,83.66,stress
0.81,0.4,2.48,2.16,34.35,tidak stress
3.5,1.66,1.68,0.93,82.96,stress
1.41,2.0,2.85,1.47,36.23,tidak stress
2.74,1.83,0.96,2.42,84.24,stress
1.24,2.73,2.2,1.95,54.79,stress
2.25,1.05,2.68,1.2,14.8,tidak stress
1.6,2.41,2.1,1.74,99.5,stress
1.28,0.0,2.58,0.94,19.73,tidak stress
2.26,0.0,0.23,1.9,64.55,stress
2.46,1.34,2.48,1.8,66.79,stress
2.29,0.0,0.88,0.64,61.27,stress
1.59,0.0,1.08,1.97,22.96,tidak stress
2.99,0.68,0.73,1.12,69.03,stress
1.53,0.45,0.92,1.03,36.33,tidak stress
1.61,2.94,3.87,1.02,0.69,tidak stress
1.54,1.55,2.5,2.53,99.8,stress
3.01,2.71,2.45,1.89,62.59,stress
0.99,0.91,1.17,1.3,91.35,stress
3.66,0.44,2.44,1.74,7.47,tidak stress
1.96,3.21,1.3,2.33,65.75,stress
2.37,1.07,2.43,1.11,36.61,tidak stress
2.76,2.43,3.61,2.47,90.26,stress
1.05,1.88,2.72,2.22,6.32,tidak stress
2.61,2.14,2.23,0.82,13.51,tidak stress
1.74,0.0,2.09,1.03,60.74,stress
2.5,1.94,1.2,2.27,77.66,stress
2.27,1.11,1.93,1.44,95.16,stress
3.43,1.19,2.93,2.04,77.67,stress
0.63,1.0,0.68,0.79,45.85,tidak stress
3.17,1.06,1.03,1.25,45.43,tidak stress
2.34,3.03,1.33,1.83,83.63,stress
2.79,0.91,1.25,2.06,76.0,stress
3.71,0.2,2.63,1.65,46.06,tidak stress
1.08,0.3,2.14,1.42,73.66,stress
2.57,1.48,2.38,0.85,0.86,tidak stress
0.84,2.57,4.96,1.16,64.2,stress
2.6,0.0,1.56,1.36,28.6,tidak stress
3.08,0.9,1.42,2.31,19.93,tidak stress
3.14,0.43,2.28,1.4,73.5,stress
0.95,0.45,2.09,1.27,97.79,stress
1.82,1.59,0.41,1.18,10.44,tidak stress
4.54,1.01,4.54,0.44,51.63,stress
3.28,2.93,2.73,1.62,42.0,tidak stress
1.65,1.29,2.04,2.13,14.84,tidak stress
2.74,1.27,2.42,1.15,72.73,stress
1.81,1.71,1.76,1.14,53.79,stress
2.01,2.24,1.44,1.55,52.6,stress
2.42,0.0,2.06,2.35,94.35,stress
1.3,1.66,2.76,1.56,61.67,stress
0.2,0.53,3.46,1.93,54.52,stress
2.06,2.05,1.33,1.02,18.06,tidak stress
3.32,1.72,2.43,0.82,89.64,stress
3.34,2.15,2.4,0.56,35.26,tidak stress
1.73,2.72,1.67,0.89,46.24,tidak stress
0.19,1.32,0.0,0.96,94.87,stress
2.8,1.5,2.7,0.97,67.27,stress
1.09,0.56,1.93,1.15,55.79,stress
0.65,0.85,2.97,1.89,56.74,stress
3.59,0.25,0.69,1.03,13.46,tidak stress
2.16,1.7,2.22,1.08,25.84,tidak stress
2.16,0.0,1.99,0.34,27.82,tidak stress
1.55,1.75,2.57,1.03,65.25,stress
1.52,2.63,2.63,1.57,49.92,tidak stress
2.93,2.25,0.56,1.33,44.51,tidak stress
1.32,0.36,2.03,1.72,88.07,stress
2.42,2.63,2.66,1.54,88.14,stress
0.53,1.6,1.94,1.31,81.19,stress
1.18,3.97,1.39,1.38,75.27,stress
1.79,2.33,1.19,1.99,76.2,stress
4.05,0.56,0.65,1.15,25.47,tidak stress
1.56,2.17,1.76,1.27,19.18,tidak stress
2.12,1.24,0.45,0.63,39.75,tidak stress
2.52,0.56,1.17,1.32,92.58,stress
3.26,0.0,3.02,1.06,59.38,stress
1.43,0.91,3.6,1.54,20.31,tidak stress
1.57,2.38,0.34,1.59,23.38,tidak stress
2.72,3.1,2.98,1.29,24.37,tidak stress
2.53,1.21,2.31,1.52,64.46,stress
3.08,2.03,3.08,1.05,54.69,stress
2.39,3.22,2.4,2.44,89.82,stress
2.63,2.43,2.33,0.8,10.66,tidak stress
2.84,1.09,2.1,1.29,71.11,stress
2.18,3.82,0.83,1.68,98.31,stress
0.12,2.19,0.78,1.29,69.88,stress
0.65,1.99,1.75,1.54,78.39,stress
1.4,1.18,2.84,1.12,34.84,tidak stress
2.23,3.7,2.71,0.93,91.61,stress
1.67,0.68,0.07,1.53,31.24,tidak stress
2.12,0.2,2.19,1.52,30.7,tidak stress
2.26,2.4,1.85,1.78,81.13,stress
0.87,2.76,1.99,1.16,20.51,tidak stress
2.11,1.21,2.4,1.55,74.81,stress
4.32,2.41,1.77,1.56,71.38,stress
0.96,1.33,2.53,1.74,32.58,tidak stress
3.66,0.54,1.85,1.52,89.3,stress
1.32,0.71,1.76,2.3,67.31,stress
0.95,3.76,3.06,1.2,48.65,tidak stress
2.51,2.07,0.61,1.1,38.8,tidak stress
2.58,1.41,1.06,1.49,74.31,stress
3.51,1.34,2.22,1.66,42.69,tidak stress
3.21,1.9,0.68,1.32,43.24,tidak stress
0.6,1.24,3.58,2.12,43.53,tidak stress
0.0,0.0,0.24,0.74,8.38,tidak stress
1.98,3.55,2.75,2.09,51.97,stress
2.36,1.6,2.39,2.44,57.51,stress
0.0,1.19,0.67,1.14,71.05,stress
1.55,2.59,0.36,1.54,99.51,stress
3.48,3.05,4.7,1.91,53.1,stress
1.09,0.16,1.9,2.15,44.43,tidak stress
2.59,1.47,1.45,1.14,59.11,stress
2.81,0.8,3.21,0.86,40.94,tidak stress
3.14,0.84,1.18,1.18,74.3,stress
2.94,0.27,1.08,1.21,89.74,stress
1.75,3.08,0.38,1.0,25.33,tidak stress
0.87,0.0,2.84,1.71,73.54,stress
1.34,1.55,2.24,1.77,89.25,stress
2.42,0.0,2.73,2.33,93.5,stress
2.92,1.83,2.87,1.51,63.5,stress
0.73,3.12,1.1,1.8,49.28,tidak stress
1.05,2.61,1.28,2.55,23.33,tidak stress
3.01,1.07,1.78,2.29,31.42,tidak stress
3.65,2.86,2.91,1.89,96.6,stress
1.74,0.55,0.96,1.93,98.18,stress
3.67,4.12,1.69,0.85,24.54,tidak stress
3.63,1.44,1.91,1.22,97.8,stress
1.72,1.13,4.51,0.78,92.35,stress
2.73,0.0,0.24,2.25,54.82,stress
1.5,2.22,2.15,1.2,56.63,stress
2.79,2.48,2.5,1.05,76.69,stress
0.17,3.28,2.45,1.42,16.39,tidak stress
2.98,1.34,2.85,1.43,80.38,stress
3.3,0.65,1.99,1.3,79.24,stress
2.54,0.73,2.49,0.94,52.58,stress
2.39,2.81,1.0,1.17,47.99,tidak stress
2.25,2.23,2.63,1.55,76.49,stress
1.08,0.68,1.77,1.29,59.79,stress
0.62,1.85,1.83,1.31,18.53,tidak stress
1.9,0.15,3.7,1.89,49.72,tidak stress
2.26,1.78,2.16,1.6,28.69,tidak stress
0.66,0.12,2.18,1.76,75.81,stress
2.56,2.74,3.39,1.84,46.97,tidak stress
1.88,2.42,0.87,1.06,87.07,stress
2.92,3.62,2.14,1.36,52.39,stress
2.44,1.49,2.73,2.18,29.82,tidak stress
1.58,0.57,2.88,2.14,35.01,tidak stress
1.81,0.0,2.45,0.94,48.07,tidak stress
3.63,0.82,1.22,1.24,71.13,stress
1.11,2.21,2.78,0.99,22.82,tidak stress
2.92,3.03,2.98,2.08,50.85,stress
1.17,0.0,3.3,2.77,44.56,tidak stress
1.22,2.5,1.32,1.8,98.65,stress
2.06,1.02,3.3,1.45,89.26,stress
0.26,1.24,1.52,1.73,19.75,tidak stress
3.17,0.64,3.29,1.02,27.94,tidak stress
2.04,1.18,1.84,1.19,57.27,stress
1.44,2.99,2.09,0.47,13.72,tidak stress
3.37,1.9,1.7,0.23,22.91,tidak stress
2.53,0.0,2.69,1.59,58.89,stress
0.91,2.59,1.09,1.74,63.67,stress
2.46,0.59,2.06,1.48,48.09,tidak stress
0.91,0.34,1.55,1.15,81.12,stress
1.47,2.46,2.29,1.42,99.34,stress
0.54,1.25,2.49,1.05,47.5,tidak stress
1.84,3.23,2.84,1.14,12.68,tidak stress
0.81,2.15,2.14,1.01,84.71,stress
2.76,1.15,2.45,1.0,62.21,stress
1.0,1.15,3.18,2.05,95.57,stress
1.7,1.53,3.06,1.33,50.42,stress
0.13,1.36,1.34,1.17,12.11,tidak stress
2.21,3.24,1.1,1.25,78.63,stress
1.79,1.86,1.24,1.89,72.22,stress
1.31,2.22,2.04,1.34,81.87,stress
0.83,2.18,1.7,1.5,50.45,stress
2.97,0.19,2.45,1.63,81.23,stress
1.57,1.08,1.58,1.85,80.61,stress
3.41,1.03,2.59,1.25,2.07,tidak stress
1.46,1.44,2.59,1.6,59.21,stress
0.2,2.14,2.43,1.44,17.73,tidak stress
0.67,2.5,2.5,1.21,97.95,stress
1.91,0.89,3.31,2.11,35.94,tidak stress
2.18,0.5,0.96,1.65,55.31,stress
1.54,2.09,1.8,0.5,23.19,tidak stress
3.24,0.0,2.35,0.67,45.61,tidak stress
1.34,1.24,0.95,1.8,19.3,tidak stress
0.33,3.23,4.11,1.78,71.23,stress
0.7,0.0,2.6,1.75,96.74,stress
2.75,1.2,2.8,1.33,98.73,stress
1.65,1.78,1.37,0.78,78.36,stress
3.01,1.98,2.89,1.58,46.97,tidak stress
1.82,3.38,1.26,1.21,62.24,stress
2.22,0.0,2.07,1.86,80.62,stress
1.96,1.7,2.68,1.48,40.14,tidak stress
3.11,2.43,2.12,1.04,25.22,tidak stress
1.39,1.16,1.75,2.63,53.79,stress
1.92,2.03,3.18,1.27,62.65,stress
0.8,0.43,2.5,1.55,13.87,tidak stress
1.32,1.58,1.98,1.15,40.55,tidak stress
1.36,1.68,1.62,0.62,81.69,stress
0.53,2.29,1.92,1.07,86.23,stress
1.61,3.25,3.06,0.53,49.22,tidak stress
2.9,1.6,3.14,0.56,10.06,tidak stress
1.99,0.7,1.84,1.94,31.69,tidak stress
1.99,0.07,1.56,1.42,34.51,tidak stress
2.65,1.66,0.63,1.56,1.0,tidak stress
3.33,1.01,0.09,1.41,94.74,stress
2.72,1.7,2.85,1.26,55.94,stress
2.44,3.2,3.05,1.59,15.18,tidak stress
2.26,1.71,1.85,0.98,32.88,tidak stress
2.98,1.44,1.52,1.18,39.72,tidak stress
0.52,1.18,2.78,0.9,33.34,tidak stress
2.09,0.84,2.19,1.08,20.57,tidak stress
1.26,1.57,1.17,2.22,39.63,tidak stress
1.76,1.82,1.41,0.93,21.01,tidak stress
3.73,0.38,0.53,1.46,56.43,stress
3.28,1.82,3.08,1.64,19.83,tidak stress
0.0,2.02,3.91,1.22,18.45,tidak stress
1.94,3.43,2.56,2.45,55.3,stress
2.02,2.03,1.09,1.09,54.5,stress
0.84,2.43,1.99,1.49,32.11,tidak stress
1.59,2.24,3.45,0.47,23.44,tidak stress
2.6,0.0,1.38,1.86,59.63,stress
2.72,2.2,0.0,0.94,46.65,tidak stress
0.0,0.99,3.19,1.22,54.53,stress
1.34,1.3,2.54,1.8,59.07,stress
1.98,2.62,1.48,0.48,54.22,stress
0.67,1.28,1.04,0.54,17.15,tidak stress
2.15,1.53,0.94,1.47,32.3,tidak stress
2.06,1.67,1.81,1.98,27.81,tidak stress
2.28,3.07,3.18,2.7,82.23,stress
3.12,0.0,1.36,1.55,96.45,stress
1.62,1.47,1.78,1.09,94.44,stress
2.64,2.47,2.17,1.9,68.83,stress
4.44,1.3,0.21,1.54,24.71,tidak stress
1.15,2.0,3.03,2.01,13.87,tidak stress
2.93,1.52,0.74,1.04,94.88,stress
3.38,1.16,1.58,0.93,51.77,stress
2.02,0.6,2.52,1.32,44.03,tidak stress
1.12,1.12,1.86,1.59,17.66,tidak stress
3.56,3.06,0.94,2.17,26.52,tidak stress
3.32,3.23,1.97,0.48,44.42,tidak stress
2.33,1.51,1.02,0.76,12.05,tidak stress
2.12,2.3,1.67,2.26,10.62,tidak stress
2.5,2.58,1.04,0.96,60.78,stress
3.07,1.53,1.6,1.3,47.4,tidak stress
2.78,3.74,1.05,1.42,97.16,stress
1.05,0.76,1.92,2.54,60.32,stress
2.06,0.0,2.34,1.29,75.19,stress
2.03,2.77,1.75,0.93,67.26,stress
1.11,0.77,3.58,1.37,55.94,stress
1.96,0.45,1.18,1.34,73.37,stress
4.63,0.69,2.41,0.59,46.05,tidak stress
1.77,2.95,3.52,1.96,51.66,stress
2.46,1.13,1.35,1.43,30.12,tidak stress
2.33,2.72,1.81,0.93,22.25,tidak stress
2.35,2.53,1.36,0.64,62.01,stress
0.55,2.23,2.44,2.16,93.29,stress
1.22,0.94,1.2,2.11,75.56,stress
2.08,0.12,1.87,1.83,29.34,tidak stress
1.1,2.97,1.13,2.03,45.8,tidak stress
3.08,0.87,0.52,1.57,18.07,tidak stress
2.69,1.9,3.17,1.0,48.21,tidak stress
2.24,1.0,2.08,1.01,21.27,tidak stress
2.97,2.57,0.29,1.49,46.64,tidak stress
1.31,1.48,1.58,1.23,56.11,stress
2.4,1.04,0.02,0.83,74.92,stress
3.22,2.76,0.35,1.52,93.46,stress
1.41,2.36,0.02,0.93,5.04,tidak stress
1.48,0.0,1.99,2.02,22.17,tidak stress
1.47,2.09,0.44,1.06,22.45,tidak stress
2.44,0.0,2.82,2.16,14.17,tidak stress
0.04,0.0,0.14,1.87,58.15,stress
0.44,3.05,2.86,2.12,11.35,tidak stress
2.16,3.4,3.11,1.2,35.65,tidak stress
0.62,1.89,3.31,2.4,13.21,tidak stress
2.93,0.69,2.56,1.7,27.44,tidak stress
2.06,0.53,1.55,1.13,50.57,stress
1.65,2.09,1.74,1.66,40.58,tidak stress
4.47,1.02,2.74,0.98,5.02,tidak stress
1.9,0.69,2.2,0.94,70.12,stress
1.06,2.15,2.12,0.99,61.12,stress
2.29,2.06,2.3,1.91,45.19,tidak stress
3.64,2.45,2.63,0.97,20.72,tidak stress
3.36,1.93,1.83,1.1,75.96,stress
2.33,1.96,1.92,2.1,91.81,stress
0.0,1.35,1.88,1.1,73.38,stress
3.84,2.28,2.82,1.7,72.08,stress
3.03,2.28,1.11,2.14,1.21,tidak stress
2.76,0.0,3.34,1.31,10.73,tidak stress
0.98,1.88,2.29,1.54,87.43,stress
1.67,1.94,1.39,1.92,48.42,tidak stress
1.79,0.68,2.95,1.64,76.3,stress
3.8,1.53,3.34,1.31,76.46,stress
1.73,0.1,4.62,1.11,93.8,stress
0.94,1.84,1.88,1.79,4.52,tidak stress
2.1,0.5,2.41,1.14,25.68,tidak stress
2.68,1.41,1.65,0.62,36.12,tidak stress
2.08,1.69,0.64,1.42,55.74,stress
2.81,1.01,1.45,1.45,30.89,tidak stress
2.26,3.39,2.31,1.77,86.34,stress
1.22,2.16,1.66,1.62,85.4,stress
3.27,2.0,3.3,1.52,16.29,tidak stress
0.96,1.33,1.41,1.66,30.4,tidak stress
4.73,2.97,3.32,1.05,76.85,stress
2.56,2.45,2.55,1.86,88.68,stress
0.31,1.46,2.46,2.34,52.84,stress
0.59,1.58,2.51,1.82,60.52,stress
2.64,1.47,1.56,1.55,12.32,tidak stress
3.52,1.94,0.88,1.12,67.77,stress
1.89,1.42,4.25,1.51,78.07,stress
2.03,1.32,4.61,1.12,22.45,tidak stress
2.02,1.33,0.66,1.53,77.68,stress
1.01,0.99,0.21,1.68,41.11,tidak stress
1.83,2.06,2.9,1.71,69.5,stress
1.26,0.15,0.0,1.46,9.04,tidak stress
2.6,0.0,0.4,1.78,91.51,stress
1.85,1.33,0.89,2.42,2.24,tidak stress
2.24,1.53,3.83,1.61,87.35,stress
1.99,2.0,0.87,1.76,39.6,tidak stress
0.87,2.14,2.15,0.88,6.02,tidak stress
2.61,0.7,1.39,0.49,16.12,tidak stress
2.86,1.2,1.47,0.27,39.62,tidak stress
2.5,2.51,2.59,1.4,18.93,tidak stress
1.52,2.08,1.44,0.84,4.19,tidak stress
1.8,1.0,1.06,1.04,38.79,tidak stress
0.11,2.15,0.06,1.02,80.17,stress
1.28,1.49,0.8,1.57,73.43,stress
3.22,2.29,0.26,1.29,5.46,tidak stress
1.9,1.59,2.56,1.41,90.2,stress
1.64,1.24,1.63,2.01,55.54,stress
1.88,1.77,2.51,2.51,49.51,tidak stress
1.41,2.31,2.63,1.58,54.55,stress
2.01,2.15,2.74,1.46,23.45,tidak stress
1.3,1.05,2.27,0.39,41.08,tidak stress
1.65,1.22,2.11,1.02,20.09,tidak stress
1.16,0.54,0.28,1.7,45.86,tidak stress
3.42,1.1,2.1,0.85,18.41,tidak stress
4.25,0.12,0.58,1.32,68.02,stress
1.88,1.7,1.3,1.55,50.59,stress
2.8,2.38,0.02,2.28,95.31,stress
3.3,1.72,3.53,1.45,43.54,tidak stress
0.56,0.79,1.54,0.89,18.68,tidak stress
1.91,1.04,1.77,0.86,61.72,stress
2.81,1.34,3.44,1.22,99.76,stress
0.88,1.56,4.05,1.4,16.57,tidak stress
0.32,1.41,2.13,2.16,2.61,tidak stress
1.95,1.02,0.68,2.04,5.67,tidak stress
0.0,1.94,1.83,2.32,39.43,tidak stress
2.47,2.86,1.05,1.18,60.14,stress
0.32,0.0,1.17,2.24,18.56,tidak stress
1.65,1.68,3.25,1.12,48.79,tidak stress
4.33,0.5,2.88,0.69,62.15,stress
3.39,0.73,0.7,1.95,55.38,stress
3.63,1.46,3.15,1.17,89.97,stress
2.18,3.21,2.22,1.08,89.42,stress
1.98,1.17,1.04,0.81,35.54,tidak stress
2.05,1.33,3.34,1.25,53.71,stress
1.35,1.13,0.51,0.89,78.44,stress
2.41,1.11,2.47,0.99,21.88,tidak stress
1.81,0.46,0.72,0.7,86.36,stress
2.38,2.89,3.81,1.8,69.95,stress
1.61,2.52,2.91,1.62,69.16,stress
0.58,2.36,3.37,2.26,2.13,tidak stress
1.89,2.33,1.56,1.89,62.08,stress
1.04,2.84,1.69,2.48,40.13,tidak stress
0.89,1.52,0.45,1.89,47.96,tidak stress
1.41,1.27,2.37,1.26,50.14,stress
3.35,0.24,0.88,1.94,17.18,tidak stress
1.55,0.85,0.62,2.1,70.2,stress
2.95,2.11,1.17,1.97,54.71,stress
2.25,2.46,2.25,2.22,5.71,tidak stress
3.25,0.71,1.22,1.37,92.97,stress
1.39,1.17,4.24,1.65,17.08,tidak stress
2.75,2.19,1.07,0.88,98.83,stress
2.67,0.59,0.44,1.57,58.5,stress
3.59,2.34,0.29,1.28,15.85,tidak stress
2.25,0.96,2.47,1.63,53.25,stress
2.56,0.87,1.18,1.66,22.06,tidak stress
1.87,1.98,1.78,1.9,34.33,tidak stress
2.08,1.8,0.0,1.42,31.9,tidak stress
1.19,0.79,2.63,1.49,46.3,tidak stress
0.74,1.66,1.94,0.92,57.29,stress
2.26,0.14,1.27,1.69,17.02,tidak stress
0.0,0.68,1.3,1.16,38.13,tidak stress
0.97,0.0,1.87,1.37,97.52,stress
3.28,1.22,3.14,1.34,26.96,tidak stress
1.52,1.57,2.33,1.88,56.86,stress
1.09,1.94,3.71,1.23,6.98,tidak stress
2.22,0.0,3.69,1.51,17.45,tidak stress
3.08,1.26,3.45,2.39,3.66,tidak stress
2.39,1.71,2.24,0.88,30.8,tidak stress
0.32,3.56,2.5,1.78,84.26,stress
2.36,2.88,1.0,1.51,79.24,stress
1.62,1.66,2.11,1.13,48.03,tidak stress
1.76,2.07,2.51,0.85,71.25,stress
1.7,2.43,2.94,1.09,75.25,stress
1.56,0.0,2.57,1.61,5.15,tidak stress
3.2,2.3,2.95,1.29,36.75,tidak stress
4.47,2.59,0.88,1.29,94.53,stress
3.12,0.0,0.49,1.12,8.46,tidak stress
2.09,0.14,2.33,0.27,77.32,stress
2.15,0.48,1.49,1.11,47.55,tidak stress
2.28,1.85,0.92,2.26,49.12,tidak stress
2.31,2.5,1.72,0.77,79.29,stress
1.89,1.44,2.56,1.78,62.2,stress
2.38,0.53,1.88,1.77,17.15,tidak stress
3.0,2.28,0.99,1.76,66.63,stress
1.27,1.51,2.55,2.13,9.43,tidak stress
1.07,0.54,2.54,1.23,91.82,stress
2.31,0.0,0.0,0.94,23.91,tidak stress
2.21,2.71,0.84,2.15,37.66,tidak stress
1.73,0.99,0.23,0.13,21.71,tidak stress
3.28,0.46,2.66,1.91,69.23,stress
0.81,0.0,2.24,1.02,29.05,tidak stress
0.89,0.0,3.16,0.59,41.42,tidak stress
2.14,0.99,0.0,1.55,15.69,tidak stress
1.69,0.35,1.65,1.36,11.43,tidak stress
2.51,0.95,0.82,1.84,51.3,stress
1.11,0.27,0.63,1.74,39.78,tidak stress
0.0,2.62,1.56,1.67,46.54,tidak stress
0.95,1.76,1.3,1.86,80.19,stress
1.82,1.89,3.23,1.84,70.1,stress
1.73,1.72,2.37,1.29,68.35,stress
0.93,1.31,0.96,1.28,49.54,tidak stress
